Term or Phrase,Date,Time,User,User Affiliation,Media Platform,Link to Post,Post Text,Screenshot,Image,Linked Media,Likes,Comments,Shares,Antisemitic (Y/N),Hateful,Violent,Offensive,Negative,Homophobic,Transphobic,Racist,Misogynistic,Xenophobic,Trope Classification,Primary Coder,Coder 2,Coder 3,Notes
Jew Down,1/14/2023,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/412109449#p412113905,>>412111457 Throw the Jew down the well.,,,,,,,Y,0.26,0.38,0.442,0.937,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,throw the jew down the well - Seems like a reference from the Movie: Borat
Jewish Lobby,1/31/23,,Anonymous,,Disqus,https://www.mediaite.com/opinion/ilhan-omar-mounts-laughable-defense-when-questioned-on-anti-semitic-tropes/#comment-6103416802,"So Omar, who is not an Arab, supports BDS, a Palestinian state, and regularly criticizes Israeli policies, but is not an anti-semite?
 Good luck convincing Israel, and the Jewish lobby, and almost every American politician, of that. (they'll call you an anti-semite)",JewishLobby_1,,,0,0,,Y,0.246,0.195,0.502,0.082,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,Context is discussion on Ilhan Omar
Jewish Lobby,1/28/23,,Anonymous,,Disqus,https://www.mediaite.com/news/watch-coder 2beth-warren-says-yes-biden-should-run-again-but-refuses-to-say-kamala-harris-should-be-his-vp/#comment-6101445385,This is the Jewish lobby speaking. They don't want Kamala or any other black female being POTUS before a white woman. Am I right?,JewishLobby_2,,,0,0,,Y,0.243,0.054,0.463,0.935,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Lobby,1/27/23,,Anonymous,,Telegram,https://t.me/Almasirah_En/26367,"🔴 Breaking News 🔴 Sayyed Abdulmalik Al-Houthi: The Zionist-Jewish lobby is biggest enemy against Islam, Quran and Muslims in the world @AlmasirahEnglish",JewishLobby_3,,,,,,Y,0.235,0.094,0.469,0.887,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,47 views
Jewish Lobby,1/27/23,,Anonymous,,Telegram,https://t.me/i20028843/47578,Pictures from the great march in Yemen to protest Zionist-Jewish lobby's burning of a copy of the Holy Quran in Sweden. Do you know what the Qur’an is? Burning the Qur’an means burning the book of God.,JewishLobby_4,Included in screenshot,,,,,Y,0.282,0.636,0.447,0.938,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,"Context: It was not the ""Zionist-Jewish lobby"" that was responsible for burning a Quran; 1,500 views"
Jewish Lobby,1/27/23,,Anonymous,,Telegram,https://t.me/thisistotallynotacallforhelp/16382,"Pictures from the great march in Yemen in the capital, Sana'a, to condemn the Zionist-Jewish lobby's burning of a copy of the Holy Quran in Sweden. Do you know what the Qur’an is? Burning the Qur’an means burning the book of God that God revealed to guide humanity.",JewishLobby_5,Included in screenshot,,,,,Y,0.273,0.663,0.433,0.942,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,Context same as above; 556 views
Jewish Lobby,1/25/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1465048787155161106,"1 of 2 Philip Giraldi latest article on the Unz siteThe #Relentless #Punishment of #Critics of #IsraelThere were a couple of interesting articles that have appeared in the past several weeks that illustrate inter alia how the Israel Lobby operates when anyone dares to challenge America’s wag-the-dog relationship with the Jewish state. To be sure, the labels antisemite and holocaust denier are flung about with wild abandon as a first step, but there is a level of viciousness that goes well beyond that as the Zionists seek to ruin the reputations and employment prospects of those whom they target.The first piece concerns our old friend the actor #MelGibson, who first crossed swords with the Jewish Lobby back in the 2004 when he directed and produced the movie The Passion of the Christ, which to the horror of organized Jewry actually included the New Testament’s account of the Jews demanding and taking responsibility for the execution of Jesus Christ. Mel, a political conservative and devout traditional Catholic, has since paid the price by his greatly diminished marketability in Hollywood. He also was vilified when he experienced a 2006 alcohol fueled traffic stop encounter with a cop, who may himself have been Jewish, and muttered ""the Jews are responsible for all the wars in the world."" It turns out that Mel, who had been asked to participate in a February Mardi Gras Krewe of Endymion parade in New Orleans as a co-Grand Marshal, no longer will appear after the group received ""threats that cause us great concern"" regarding the actor's involvement. Lest there be any confusion, the Krewe’s offer produced an outpouring from the generic Jewish community that responds to such matters, to include the ever-vigilant Anti-Defamation League (ADL), the Jewish Federation of Greater New Orleans and the Jewish Community Relations Council. They released a joint statement describing how they were ""appalled that Endymion chose Mel Gibson as the parade's 2023 Grand Marshal to begin with. Mel Gibson has a long history of making antisemitic, racist and misogynistic slurs. While the actor has made half-hearted attempts to apologize for his remarks over the years, there is still a great deal of pain associated with his name and deep wounds in the Jewish community from those controversies, which may never heal.""The Jewish groups concluded ""Given his history of fueling antisemitism and other forms of hate, we find his choice as Grand Marshal of Endymion was completely insulting and shortsighted. [Hopefully Endymion] will take the opportunity to learn why the selection of Mel Gibson caused such pain and disappointment to the Jewish community...""So this is how it goes. Say anything critical of Jews or Israel, even if plausible or demonstrable, and there will be a coordinated effort by organizations like ADL that will go on forever to ruin your reputation and damage your career. To be sure, Gibson’s somewhat slurred claim that organized Jewry has been conniving and pushing for all of America’s wars over the past thirty years is not without merit. And as for those Americans who believe the First Amendment, freedom of speech, is the bedrock of all the fundamental rights protected by the Constitution of the United States, it is prudent to recognize how the immensely powerful and wealthy Israel Lobby argues that there should be exceptions to that principle, which are frequently defined as “hate speech,” to protect its tribal interests as well as its close ties to a foreign government.The Lobby works assiduously and openly to weaponize the conjoined concepts of “antisemitism” and “holocaust denial” to justify and validate any and all Israeli malignant behavior while also at the same time defaming individuals and groups who see things differently.And, as in the case of Mel Gibson, there is also another interesting story currently surfacing detailing how the Jewish state’s friends continue to pursue critics of Israel in an effort to silence them, particularly true in academia where a number of aspiring professors have been denied promotions at",JewishLobby_6,,,0,0,,Y,0.317,0.15,0.475,0.926,0,0,0,0,0,"1, 4",coder 2,coder 1,coder 3 ,
Jewish Lobby,1/25/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1464977186086719491,"The Sanhedrin who implement Noahide laws through the UN are the same organization who sentenced Christ to death.Re: ⬇️The first piece concerns our old friend the actor Mel Gibson, who initially crossed swords with the Jewish Lobby back in the 2004 when he directed and produced the movie The Passion of the Christ, which to the horror of organized Jewry actually included the New Testament’s account of the Jews demanding and taking responsibility for the execution of Jesus Christ. Mel, a political conservative and devout traditional Catholic, has since paid the price by his greatly diminished marketability in Hollywood. He also was vilified when he experienced a 2006 alcohol fueled traffic stop encounter with a cop, who may himself have been Jewish, and muttered “the Jews are responsible for all the wars in the world.”",JewishLobby_7,,,0,0,,Y,0.264,0.095,0.478,0.92,0,0,0,0,0,"1, 4",coder 2,coder 1,coder 3 ,
Jewish Lobby,1/25/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1464786078220161033,http://lespetitionsdufrontnationalsuisse.hautetfort.com/archive/2023/01/25/the-jewish-lobby-and-its-fake-witness-industry-6424456.html,JewishLobby_8,http://islam-radio.net/islam/french/textes/faux/The-Last-Days-1.jpg,,0,0,,Y,0.442,0.148,0.479,0.918,0,0,0,0,0,"1, 6",coder 2,coder 1,coder 3 ,"Profile picture is Hitler and profile banner says ""Swastica"" in red drawn font"
Jewish Lobby,1/24/23,,Anonymous,,Telegram,https://t.me/VanessaBeeley/12148,"Philip Giraldi latest article on the Unz site The Relentless Punishment of Critics of Israel There were a couple of interesting articles that have appeared in the past several weeks that illustrate inter alia how the Israel Lobby operates when anyone dares to challenge America’s wag-the-dog relationship with the Jewish state. To be sure, the labels antisemite and holocaust denier are flung about with wild abandon as a first step, but there is a level of viciousness that goes well beyond that as the Zionists seek to ruin the reputations and employment prospects of those whom they target. The first piece concerns our old friend the actor Mel Gibson, who first crossed swords with the Jewish Lobby back in the 2004 when he directed and produced the movie The Passion of the Christ, which to the horror of organized Jewry actually included the New Testament’s account of the Jews demanding and taking responsibility for the execution of Jesus Christ. Mel, a political conservative and devout traditional Catholic, has since paid the price by his greatly diminished marketability in Hollywood. He also was vilified when he experienced a 2006 alcohol fueled traffic stop encounter with a cop, who may himself have been Jewish, and muttered ""the Jews are responsible for all the wars in the world."" It turns out that Mel, who had been asked to participate in a February Mardi Gras Krewe of Endymion parade in New Orleans as a co-Grand Marshal, no longer will appear after the group received ""threats that cause us great concern"" regarding the actor's involvement. Lest there be any confusion, the Krewe’s offer produced an outpouring from the generic Jewish community that responds to such matters, to include the ever-vigilant Anti-Defamation League (ADL), the Jewish Federation of Greater New Orleans and the Jewish Community Relations Council. They released a joint statement describing how they were ""appalled that Endymion chose Mel Gibson as the parade's 2023 Grand Marshal to begin with. Mel Gibson has a long history of making antisemitic, racist and misogynistic slurs. While the actor has made half-hearted attempts to apologize for his remarks over the years, there is still a great deal of pain associated with his name and deep wounds in the Jewish community from those controversies, which may never heal."" The Jewish groups concluded ""Given his history of fueling antisemitism and other forms of hate, we find his choice as Grand Marshal of Endymion was completely insulting and shortsighted. [Hopefully Endymion] will take the opportunity to learn why the selection of Mel Gibson caused such pain and disappointment to the Jewish community..."" So this is how it goes. Say anything critical of Jews or Israel, even if plausible or demonstrable, and there will be a coordinated effort by organizations like ADL that will go on forever to ruin your reputation and damage your career. To be sure, Gibson’s somewhat slurred claim that organized Jewry has been conniving and pushing for all of America’s wars over the past thirty years is not without merit. And as for those Americans who believe the First Amendment, freedom of speech, is the bedrock of all the fundamental rights protected by the Constitution of the United States, it is prudent to recognize how the immensely powerful and wealthy Israel Lobby argues that there should be exceptions to that principle, which are frequently defined as “hate speech,” to protect its tribal interests as well as its close ties to a foreign government. The Lobby works assiduously and openly to weaponize the conjoined concepts of “antisemitism” and “holocaust denial” to justify and validate any and all Israeli malignant behavior while also at the same time defaming individuals and groups who see things differently. And, as in the case of Mel Gibson, there is also another interesting story currently surfacing detailing how the Jewish state’s friends continue to pursue critics of Israel in an effort to silence them, particularly true in academia where a number of aspiring professors have been denied promotions at",JewishLobby_9,,,,,,Y,0.32,0.152,0.493,0.892,0,0,0,0,0,"1, 4",coder 2,coder 1,coder 3 ,"1,800 views"
Jewish Lobby,1/24/23,,Anonymous,,Patriots,https://communities.win/c/TheDonald/p/16a9gxARtI/jewish-group-demands-kanye-‘ye’-west-be-banned-from-entering-australia-to-meet-with-new-wife’s-family/c/4TpzpI2Nmw4,"> Dvir Abramovich, chairman of Jewish lobby group the B’nai B’rith Anti-Defamation Commission, is demanding that Kanye “Ye” West be banned from entering Australia to meet with his new wife’s family due to his criticisms of Jewish industry moguls.
 
 
 
 ...
 
 
 
 > Dvir Abramovich, chairman of Jewish lobby group the Anti-Defamation Commission, on Monday called for Immigration Minister David Giles to refuse West entry.
 
 
 
 ...
 
 
 
 > The B’nai B’rith Anti-Defamation Commission, much like the B’nai B’rith Anti-Defamation League in America, are huge champions of open borders and mass immigration but in this case they’re lobbying to ban Ye from Australia for his political views. 
 
 
 
 Article doesn't provide much detail on ""B'nai B'rith""'s Australian or American organization (*for that matter, I'm pretty sure I've never heard of ""B’nai B’rith Anti-Defamation League in America"" before today*)",JewishLobby_10,,,3,0,,Y,0.333,0.151,0.447,0.954,0,0,0,0,1,1,coder 2,coder 1,coder 3 ,
